headLR1,headFB1,backLR1,backFB1,lHipLR1,lHipFB1,rHipLR1,rHipFB1,lKnee1,rKnee1,headLR2,headFB2,backLR2,backFB2,lHipLR2,lHipFB2,rHipLR2,rHipFB2,lKnee2,rKnee2,headLR3,headFB3,backLR3,backFB3,lHipLR3,lHipFB3,rHipLR3,rHipFB3,lKnee3,rKnee3,GoodForm
2.766713469130579,2.608211957828615,1.5649540217016353,3.069511248913861,1.410708028900141,1.6503159322579153,1.787059173630457,2.7351058574546756,1.3901313412076817,1.5176046057548898,2.467750199755085,2.5284831273378736,1.8760990754693125,2.9918990239745376,3.114643410209094,1.8384100559014303,3.138844338080708,1.5889331070194914,2.8399649269054876,2.743914474172314,2.6492002189897015,2.630187694795118,1.5645558280280214,3.0904721829140183,1.3024014497608463,1.6156635166224764,1.6320389349248303,3.0607391510460875,1.3114830125107435,1.3835585934909016,1
2.6492002189897015,2.630187694795118,1.5645558280280214,3.0904721829140183,1.3024014497608463,1.6156635166224764,1.6320389349248303,3.0607391510460875,1.3114830125107435,1.3835585934909016,2.4095255159845825,2.578227591748191,1.8095068673258157,3.011165802949244,3.0435506044831637,1.8191576351727001,3.0577411211373104,1.578814061425598,2.8616131816973494,2.8067135859631147,2.792059626173237,2.641393959797642,1.6421104740142027,3.1316581346416883,1.4549431060352325,1.4544028256466088,1.7636658111284997,2.744034457755184,1.5018661769939834,1.6058375614009899,1
2.792059626173237,2.641393959797642,1.6421104740142027,3.1316581346416883,1.4549431060352325,1.4544028256466088,1.7636658111284997,2.744034457755184,1.5018661769939834,1.6058375614009899,2.5201515414011264,2.58917318104304,1.9272802121613457,3.0039323747765256,3.0955399619044472,1.869847783281315,3.138931825521647,1.5727003625569844,2.8820521017726364,2.7707273563833015,2.5201515414011264,2.58917318104304,1.9272802121613457,3.0039323747765256,3.0955399619044472,1.869847783281315,3.138931825521647,1.5727003625569844,2.8820521017726364,2.7707273563833015,1
2.5980756578533293,2.5066878286997176,1.9180364820161655,3.007730926765561,3.033855019182302,1.8432063695711027,3.087429569093047,1.566636275331872,2.7653843724040965,2.7669544829346346,2.491735769381994,2.475451620821467,2.0050150975537373,2.8681286801354364,3.078661593069164,1.9594987693678347,3.136080376311857,1.389846259889156,2.834330331994199,2.8469422285919195,2.793452275238533,2.5776496882008058,1.558060526157075,3.0915331357576825,1.3448735307015092,1.6172256611663616,1.5909016083929028,3.135201236744947,1.3343615557460948,1.333292755409129,1
2.793452275238533,2.5776496882008058,1.558060526157075,3.0915331357576825,1.3448735307015092,1.6172256611663616,1.5909016083929028,3.135201236744947,1.3343615557460948,1.333292755409129,2.5106089602731987,2.455846466855791,2.488247983685953,2.8654564439767736,2.915586371462891,2.0340327964641043,3.039449855899641,1.3877121996818362,2.7550704678713207,2.7332443828997355,2.796230400449291,2.612706202510677,1.6020071507220295,3.1296784988714688,1.3105723494653398,1.848406374890282,1.4937628743696476,2.9509243811337904,1.3583524445263602,1.3433355461837055,1
2.796230400449291,2.612706202510677,1.6020071507220295,3.1296784988714688,1.3105723494653398,1.848406374890282,1.4937628743696476,2.9509243811337904,1.3583524445263602,1.3433355461837055,2.4890387065092945,2.569475924583353,1.8099595590557245,3.0060881732102347,3.060470847180029,1.8441691865601844,3.1131334962187456,1.592044121719335,2.8615011560618804,2.748300586552123,2.7742234825362475,2.636140022050227,1.6238138298599096,3.094522610193157,1.4483621608039465,1.1326650278894947,1.9453656413718452,2.352810077527465,1.40745010775687,1.661604018600257,1
2.7742234825362475,2.636140022050227,1.6238138298599096,3.094522610193157,1.4483621608039465,1.1326650278894947,1.9453656413718452,2.352810077527465,1.40745010775687,1.661604018600257,2.468579748397837,2.490416348847727,2.222729923593195,2.8533196823268563,2.9949136297987966,1.999252346858089,3.098707092293378,1.3746044892549334,2.8070033067558113,2.8002092405634853,2.73680676302315,2.6793066586190957,1.6232213399579207,3.1361131294218287,1.3888979710256777,1.6041826190269934,1.672806547213111,2.9141132623708925,1.3608834874325306,1.4175456114994212,1
2.73680676302315,2.6793066586190957,1.6232213399579207,3.1361131294218287,1.3888979710256777,1.6041826190269934,1.672806547213111,2.9141132623708925,1.3608834874325306,1.4175456114994212,2.6084110717942015,2.4806967341289803,2.044356845942265,2.9927009270148774,3.1300557450432813,1.908384505057228,3.1164556712578557,1.5737684307257993,2.8662957371434277,2.7486902505341884,2.6084110717942015,2.4806967341289803,2.044356845942265,2.9927009270148774,3.1300557450432813,1.908384505057228,3.1164556712578557,1.5737684307257993,2.8662957371434277,2.7486902505341884,1
2.6221926781592324,2.474955309505024,2.0122666221002095,2.999468200147172,3.0844001606781046,1.8574640797226118,3.132443474036549,1.5625450346529102,2.707057737134302,2.7668233723507574,2.4716312907197437,2.460971358727558,2.6821247056806294,2.8847940917021604,2.9362506129155896,2.013060661153037,3.035016728529383,1.4137587960525306,2.7796567540011914,2.7588117587058987,2.63105752292096,2.5850398335129303,1.5436777953750502,3.100197276273174,1.3951935824419528,1.5251061949271467,1.7373919725073383,2.889928267224824,1.3635451586624308,1.4737282580290918,1
2.63105752292096,2.5850398335129303,1.5436777953750502,3.100197276273174,1.3951935824419528,1.5251061949271467,1.7373919725073383,2.889928267224824,1.3635451586624308,1.4737282580290918,2.408463604914477,2.553470294024878,1.8469824522202924,2.986069117095806,3.1250318545022058,1.8404739162025758,3.13121263038807,1.589964215307589,2.835054020924466,2.7598625629285145,2.7212182182586795,2.584146635857056,1.6095823434624172,3.1077181716375724,1.407848457149817,0.7909661879033569,1.9464804100021122,2.481120062889964,1.344144504275837,1.5964764826072455,1
2.7212182182586795,2.584146635857056,1.6095823434624172,3.1077181716375724,1.407848457149817,0.7909661879033569,1.9464804100021122,2.481120062889964,1.344144504275837,1.5964764826072455,2.5505139836132846,2.45221991270318,2.161517674752834,2.98731719447236,3.139854933554355,1.926706809798473,3.1364941359561467,1.5827916574620011,2.8446765175083506,2.758625042709984,2.750431660521879,2.5934229578842145,1.5964129033265984,3.113282428027105,1.4291671684193257,1.3577376802989094,1.8326926053060328,2.625358717058731,1.3816424023806582,1.5662724630528757,1
2.750431660521879,2.5934229578842145,1.5964129033265984,3.113282428027105,1.4291671684193257,1.3577376802989094,1.8326926053060328,2.625358717058731,1.3816424023806582,1.5662724630528757,2.5862568322462667,2.391813018933786,2.138858457684975,2.965863776690151,3.1402377147017746,1.9280436491495185,3.136006345449164,1.5782786074595452,2.8248990663899205,2.788091401148804,2.385189515183197,2.610189690361671,1.5476043989402988,3.083545065695357,1.3490776076705293,1.3371974001936724,1.883655444279869,2.5560814324711174,1.2801125576234371,1.5320828405692575,1
2.385189515183197,2.610189690361671,1.5476043989402988,3.083545065695357,1.3490776076705293,1.3371974001936724,1.883655444279869,2.5560814324711174,1.2801125576234371,1.5320828405692575,2.6021391720783718,2.4570238379331686,2.2170976237568953,2.993782141259105,3.1112285412433156,1.9231681611182543,3.115290853523168,1.5888055843700157,2.837305162495386,2.7578243184345235,2.6056406212417356,2.4361158603394717,2.132780345532396,2.9878861722257537,3.1371342844879924,1.928349881126145,3.129603156924896,1.5904481644720325,2.8288009982124867,2.7751135826094275,1
2.595157671368249,2.4945568520412325,1.9981518880140445,3.000406526473275,3.0915371885280036,1.8705298198584792,3.138345897445054,1.5735036716980608,2.764199612967986,2.758027015306965,2.4460990999037464,2.5857643719769507,1.8220167176151987,3.005344782688586,3.020194643638697,1.82485437086912,3.0888050127602265,1.585880720940733,2.8337362583135417,2.7389478059916805,2.606198846295553,2.6311639421530755,1.5571291862052423,3.137202660495538,1.1506802898994428,1.7532665074020508,1.312301856824475,2.6726916505896976,1.1257835778494347,1.1277242805665157,1
2.606198846295553,2.6311639421530755,1.5571291862052423,3.137202660495538,1.1506802898994428,1.7532665074020508,1.312301856824475,2.6726916505896976,1.1257835778494347,1.1277242805665157,2.521528407992258,2.439836442012084,2.559600733739187,2.8666818702837857,2.910330881837168,2.048491326989108,3.0886519242896755,1.3817231962892256,2.750825875298671,2.790999089496027,2.6378545036321195,2.6445668292271196,1.530795007439377,3.0389396473240504,1.2358860861121195,1.6949665871155333,1.6436310750353917,2.973121774376482,1.2077911884960684,1.3576154532753468,1
2.6378545036321195,2.6445668292271196,1.530795007439377,3.0389396473240504,1.2358860861121195,1.6949665871155333,1.6436310750353917,2.973121774376482,1.2077911884960684,1.3576154532753468,2.6375127013823807,2.42528449154549,2.2734788106552974,2.9674703646349676,3.0969594577968347,1.9447422992755328,3.1401944373722914,1.5429620679556597,2.8268320175625314,2.7653184199467264,2.684693502880543,2.592139032935365,1.6064660531592871,3.0974524970064556,1.3389338844626768,1.4224746584163963,1.6933627892736183,2.9019520574464672,1.2311150584701112,1.3598225375476698,1
2.684693502880543,2.592139032935365,1.6064660531592871,3.0974524970064556,1.3389338844626768,1.4224746584163963,1.6933627892736183,2.9019520574464672,1.2311150584701112,1.3598225375476698,2.6124419090189246,2.4392255503255758,2.0201282738619786,2.9028398521025256,3.0808103053679035,1.961530616302947,3.1356097981388653,1.431981672492741,2.809243746618616,2.788960455568626,2.538674211634741,2.632813090818661,1.5953640781474467,3.115920669747713,1.3405360010136507,1.691614021493135,1.6501121682867985,2.988864108667855,1.3241359203792602,1.412227131624825,1
2.538674211634741,2.632813090818661,1.5953640781474467,3.115920669747713,1.3405360010136507,1.691614021493135,1.6501121682867985,2.988864108667855,1.3241359203792602,1.412227131624825,2.6096298963657714,2.427952449370197,2.1325123764457654,2.9736553774312195,3.125108715816662,1.9295157877857494,3.124135028453328,1.5482477220904576,2.8089959127975974,2.7980436149654615,2.6096298963657714,2.427952449370197,2.1325123764457654,2.9736553774312195,3.125108715816662,1.9295157877857494,3.124135028453328,1.5482477220904576,2.8089959127975974,2.7980436149654615,1
2.559941917906455,2.514438018388571,1.939224138771141,3.004845818818374,3.067031907108443,1.853504945180583,3.0653335990067068,1.552560828692385,2.7563567080951907,2.8361408234975762,2.410259524168418,2.501580111044682,1.89919047251175,2.905989168081047,3.122344542882368,1.916519168322965,3.063107351673172,1.4396876827803597,2.814873684424823,2.833638189810375,2.6121999864588554,2.6674626722976713,1.6119208102598144,3.0933722247640443,1.425800754908816,1.7644373819288037,1.6770406870215033,2.90732192458665,1.3906563163454486,1.394761648723091,1
2.6121999864588554,2.6674626722976713,1.6119208102598144,3.0933722247640443,1.425800754908816,1.7644373819288037,1.6770406870215033,2.90732192458665,1.3906563163454486,1.394761648723091,2.5833449346251642,2.429382370919519,2.55842405762044,2.9131925692244196,2.9548396465708486,2.005225023527337,3.09553949190581,1.3918586844762708,2.789904127784445,2.7823078258988034,2.5929095466778804,2.6572018596767424,1.52470121015887,3.08246597558757,1.1517405531774307,1.7256104617745602,1.3887272632464847,2.7421143970673656,1.1307595899250344,1.1450293689132462,1
2.5929095466778804,2.6572018596767424,1.52470121015887,3.08246597558757,1.1517405531774307,1.7256104617745602,1.3887272632464847,2.7421143970673656,1.1307595899250344,1.1450293689132462,2.4861336023022593,2.523365175667406,2.392191616231091,2.8832494734044207,2.8762662370398457,2.0342279707201407,3.0738463896189745,1.4190643427004324,2.715289784247302,2.771541671053826,2.6499298361708234,2.6554308344256747,1.6180486551749207,3.1382730412158786,1.2335641746278287,1.671234166128495,1.5612346591507784,3.1176292854321135,1.2398267466109179,1.3426053377757545,1
2.6499298361708234,2.6554308344256747,1.6180486551749207,3.1382730412158786,1.2335641746278287,1.671234166128495,1.5612346591507784,3.1176292854321135,1.2398267466109179,1.3426053377757545,2.4624167947318263,2.3937151470343894,2.408127069342529,2.9443611026272025,3.0501449325964636,1.9561184164354488,3.065058246400496,1.5650988697406825,2.8441405546953944,2.7339117656858063,2.2464283337328395,2.7302792742229207,1.5582849966616898,3.129187263084916,1.1290351797992186,1.7349101530937314,1.3419398425816478,2.7168507236298174,1.1128479171511316,1.1292692575223893,1
2.2464283337328395,2.7302792742229207,1.5582849966616898,3.129187263084916,1.1290351797992186,1.7349101530937314,1.3419398425816478,2.7168507236298174,1.1128479171511316,1.1292692575223893,2.4874751933537587,2.4472556096864775,1.9972703092993704,2.9784160880733253,3.13567386439682,1.8977093485809144,3.135310869107242,1.5811939261647863,2.8281694618628292,2.7989871704151534,2.4874751933537587,2.4472556096864775,1.9972703092993704,2.9784160880733253,3.13567386439682,1.8977093485809144,3.135310869107242,1.5811939261647863,2.8281694618628292,2.7989871704151534,1
2.5952196184390295,2.6146291544286173,2.17123147695019,3.124359092413494,3.1202763301990046,1.7447445366641525,3.1344752508717013,1.6766608419682267,2.768522687380762,2.710350644114484,2.4399806011653493,2.693038632653325,2.094744796807608,3.1216938609735507,3.1324213439675606,1.701649537478564,3.131906224820855,1.6316214371436044,2.8624261308186316,2.75995945280148,2.6213625860933054,2.5130055413241714,1.4810683866268244,3.0317759889947986,1.315846901268376,2.051910789526051,1.475073142075018,2.7865195021734968,1.3839434311763699,1.2877841252159825,1
2.6213625860933054,2.5130055413241714,1.4810683866268244,3.0317759889947986,1.315846901268376,2.051910789526051,1.475073142075018,2.7865195021734968,1.3839434311763699,1.2877841252159825,2.557662426497417,2.647381619378631,2.384104796736041,3.10734936600747,3.0641662827514993,1.748213403020384,3.0710060174088056,1.6020848987336076,2.885103552878777,2.7038865568978654,2.565284144466451,2.631491051308342,1.5659952724710717,3.1124130603282003,0.9710776838566406,1.7263745113232003,1.1692115663083442,2.420627683497707,0.9952973006517727,0.9563564755770456,1
2.565284144466451,2.631491051308342,1.5659952724710717,3.1124130603282003,0.9710776838566406,1.7263745113232003,1.1692115663083442,2.420627683497707,0.9952973006517727,0.9563564755770456,2.495490725058371,2.7267268962473103,2.385718407522189,3.116379390286488,3.07176460571174,1.7320648743054678,3.039968832754921,1.633017512829428,2.830350542183625,2.7151312091814392,2.677776233183085,2.589901304291982,1.5871885295315389,3.0941018959619573,0.9067214186677194,1.8089827014671096,1.1103501089090526,2.3297116767893815,0.9683918684244024,0.9547999208055238,1
2.677776233183085,2.589901304291982,1.5871885295315389,3.0941018959619573,0.9067214186677194,1.8089827014671096,1.1103501089090526,2.3297116767893815,0.9683918684244024,0.9547999208055238,2.479534671133614,2.7140685985758797,2.3819968779231973,3.1340339288546413,3.058381348657879,1.689002214681865,3.0362025757396744,1.6753307055955688,2.8491505294184,2.7123446076298428,2.62024340572406,2.618227976750158,1.519663004689737,3.104773848493948,1.0898234077064237,1.9734972304949412,1.2578700243667174,2.508305065398898,1.1118953206893725,1.0924110348953286,1
2.62024340572406,2.618227976750158,1.519663004689737,3.104773848493948,1.0898234077064237,1.9734972304949412,1.2578700243667174,2.508305065398898,1.1118953206893725,1.0924110348953286,2.4734690000162702,2.715339656033465,2.477979205208521,3.1381643894529194,2.9060721293226903,1.725641066262259,2.857544519878113,1.7194676587168392,2.8181495929104607,2.6325233671034236,2.659808830812392,2.574786320517476,1.5497777603043188,3.135349815992319,1.006148131594582,1.8824890494742046,1.2086098101460807,2.4527787270742336,1.0409841376848001,1.0017376927102555,1
2.659808830812392,2.574786320517476,1.5497777603043188,3.135349815992319,1.006148131594582,1.8824890494742046,1.2086098101460807,2.4527787270742336,1.0409841376848001,1.0017376927102555,2.482464122962774,2.695548934286488,2.837658354738035,3.130369003833127,3.004848920072874,1.7171476932332836,2.963258296621814,1.681725088746596,2.845648977886196,2.655708751243493,2.4676286136710988,2.7068896673895377,2.7320332937989855,3.12365723020009,2.9800695388493126,1.6908281476345186,2.9562934397920055,1.6915198137746712,2.8010695648547568,2.6358791697010977,1
